"Name","State","Notes","User","Tags","Created","Runtime","Sweep","absolute_dim_range","absolute_dim_range_max","absolute_dim_range_min","activation_function","actual_hidden_layers","apply_penalty","batch_size","dropout","epochs","hidden_dim1","hidden_dim2","hidden_dim3","hidden_dim_initial_range","hidden_dim_initial_range_max","hidden_dim_initial_range_min","hidden_dim_random_scale_factor_range","hidden_dim_random_scale_factor_range_max","hidden_dim_random_scale_factor_range_min","hidden_dim_range","hidden_dim_range_max","hidden_dim_range_min","hidden_dim_scale_factor_fixed","hidden_dim_strategy","hidden_layers","hidden_layers_max","hidden_layers_min","huber_delta","learning_rate","loss_function","method","model_type","momentum","nesterov","normalization","normalization_method","optimizer","output_activation_function","parameters.absolute_dim_range.distribution","parameters.absolute_dim_range.max","parameters.absolute_dim_range.min","parameters.absolute_dim_range_max","parameters.absolute_dim_range_min","parameters.activation_functions","parameters.apply_penaltys","parameters.batch_size.distribution","parameters.batch_size.max","parameters.batch_size.min","parameters.batch_sizes","parameters.dropout.distribution","parameters.dropout.max","parameters.dropout.min","parameters.dropouts","parameters.epochs","parameters.epochss","parameters.hidden_dim1s","parameters.hidden_dim2s","parameters.hidden_dim3s","parameters.hidden_dim_initial_range.distribution","parameters.hidden_dim_initial_range.max","parameters.hidden_dim_initial_range.min","parameters.hidden_dim_initial_range_max","parameters.hidden_dim_initial_range_min","parameters.hidden_dim_random_scale_factor_range.distribution","parameters.hidden_dim_random_scale_factor_range.max","parameters.hidden_dim_random_scale_factor_range.min","parameters.hidden_dim_random_scale_factor_range_max","parameters.hidden_dim_random_scale_factor_range_min","parameters.hidden_dim_range.distribution","parameters.hidden_dim_range.max","parameters.hidden_dim_range.min","parameters.hidden_dim_range_max.distribution","parameters.hidden_dim_range_max.max","parameters.hidden_dim_range_max.min","parameters.hidden_dim_range_min.distribution","parameters.hidden_dim_range_min.max","parameters.hidden_dim_range_min.min","parameters.hidden_dim_scale_factor_fixeds","parameters.hidden_dim_strategys","parameters.hidden_layers.distribution","parameters.hidden_layers.max","parameters.hidden_layers.min","parameters.hidden_layerss","parameters.hidden_layers_max","parameters.hidden_layers_min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.learning_rates","parameters.momentum.distribution","parameters.momentum.max","parameters.momentum.min","parameters.nesterovs","parameters.normalization_methods","parameters.optimizers","parameters.output_activation_functions","parameters.penalty_factor_max","parameters.penalty_factor_min","parameters.randomize_hidden_dim_strategys","parameters.randomize_row_deletions","parameters.randomize_time_shifts","parameters.row_deletion_range_max","parameters.row_deletion_range_min","parameters.scaled_layerss","parameters.time_shift_range_max","parameters.time_shift_range_min","penalty_factor_max","penalty_factor_min","randomize_hidden_dim_strategy","randomize_row_deletion","randomize_time_shift","row_deletion_range_max","row_deletion_range_min","scaled_layers","time_shift_range_max","time_shift_range_min","combined_metric","combined_metric_accuracy","combined_metric_loss","epoch","hidden_dim_scale_factor","hidden_layer_11_weight_init","hidden_layer_13_weight_init","hidden_layer_1_neurons","hidden_layer_1_weight_init","hidden_layer_2_neurons","hidden_layer_2_weight_init","hidden_layer_3_neurons","hidden_layer_3_weight_init","hidden_layer_4_neurons","hidden_layer_4_weight_init","hidden_layer_5_neurons","hidden_layer_5_weight_init","hidden_layer_6_neurons","hidden_layer_6_weight_init","hidden_layer_7_neurons","hidden_layer_7_weight_init","hidden_layer_9_weight_init","model_architecture","output_layer_weight_init","penalty_factor","test_accuracy","test_loss","train_accuracy","train_loss","val_accuracy","val_loss"
"distinctive-sweep-67","finished","-","","","2024-08-21T13:37:07.000Z","11","cx89v8ve","","1024","4","mish","5","true","32","0.44240932416022727","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.04952841907311995","mse","","","0.5668551253581727","true","","std","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.9249999964402784","0.005625000533958276","65","1.15145096316658","","","53","Random","53","Random","53","Default (PyTorch)","61","Random","70","Default (PyTorch)","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 53 neurons
Hidden Layer 2: 53 neurons
Hidden Layer 3: 53 neurons
Hidden Layer 4: 61 neurons
Hidden Layer 5: 70 neurons
Output Layer: 1 neuron","Default (PyTorch)","57.51153291588827","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"fluent-sweep-126","finished","-","","","2024-08-21T13:57:38.000Z","12","cx89v8ve","","1024","4","relu","4","false","72","0.505269691363441","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.04166225635537672","mse","","","0.7735792828462017","true","","std","adamw","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9249999964402784","0.005625000533958276","52","1.3152970155623187","","","273","Default (PyTorch)","207","He","157","He","119","Default (PyTorch)","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 273 neurons
Hidden Layer 2: 207 neurons
Hidden Layer 3: 157 neurons
Hidden Layer 4: 119 neurons
Output Layer: 1 neuron","LeCun","0","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"eternal-sweep-354","finished","-","","","2024-08-21T06:14:42.000Z","11","ist7tium","","1024","4","softplus","4","false","59","0.5173231253009216","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","","0.08227281889419137","mse","","","0.8037945902156094","true","","std","sgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.9249999964402784","0.005625000533958276","54","1.1727585121319304","","","304","Default (PyTorch)","304","Default (PyTorch)","304","Random","224","Random","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 304 neurons
Hidden Layer 2: 304 neurons
Hidden Layer 3: 304 neurons
Hidden Layer 4: 224 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"restful-sweep-175","finished","-","","","2024-08-21T14:12:04.000Z","13","cx89v8ve","","1024","4","gelu","2","true","24","0.36112833098981095","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.06025596074335922","mse","","","0.661400266395137","false","","none","adamax","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.9249999964402784","0.005625000533958276","159","1.5016558938763418","","","52","Default (PyTorch)","34","Xavier","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 52 neurons
Hidden Layer 2: 34 neurons
Output Layer: 1 neuron","Default (PyTorch)","93.89168700595614","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"driven-sweep-425","finished","-","","","2024-08-21T15:43:55.000Z","12","cx89v8ve","","1024","4","hardelish","3","true","57","0.5867403739364424","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.016556291728088757","mse","","","0.006312101407956616","true","","none","adamax","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9249999964402784","0.005625000533958276","188","1.8884539301988332","","","34","Random","34","Random","34","Random","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 34 neurons
Hidden Layer 2: 34 neurons
Hidden Layer 3: 34 neurons
Output Layer: 1 neuron","Default (PyTorch)","64.05870822649942","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"quiet-sweep-164","finished","-","","","2024-08-21T14:08:49.000Z","7","cx89v8ve","","1024","4","softplus","4","false","94","0.3383706386600994","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.06833041085148459","mse","","","0.14883018278393895","true","","none","adadelta","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9249999964402784","0.005625000533958276","98","1.21993002597155","","","386","Default (PyTorch)","386","Default (PyTorch)","386","Default (PyTorch)","386","Default (PyTorch)","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 386 neurons
Hidden Layer 2: 386 neurons
Hidden Layer 3: 386 neurons
Hidden Layer 4: 386 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"usual-sweep-355","finished","-","","","2024-08-21T06:14:57.000Z","10","ist7tium","","1024","4","selu","7","true","79","0.48312376718417976","10000","","","","","512","8","","2","1.01","","","","false","maintain","","7","2","","0.029374025146356595","mse","","","0.4451789179895328","true","","min-max","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.9249999964402784","0.005625000533958276","51","1.644141746851754","","","304","Default (PyTorch)","304","Default (PyTorch)","457","Default (PyTorch)","389","Default (PyTorch)","389","Default (PyTorch)","293","Default (PyTorch)","317","Default (PyTorch)","","Input Layer: 10 neurons
Hidden Layer 1: 304 neurons
Hidden Layer 2: 304 neurons
Hidden Layer 3: 457 neurons
Hidden Layer 4: 389 neurons
Hidden Layer 5: 389 neurons
Hidden Layer 6: 293 neurons
Hidden Layer 7: 317 neurons
Output Layer: 1 neuron","Default (PyTorch)","59.673783405669155","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"playful-sweep-25","finished","-","","","2024-08-21T04:25:59.000Z","8","ist7tium","","1024","4","gelu","7","false","39","0.3846191084129765","10000","","","","","512","8","","2","1.01","","","","true","maintain","","7","2","","0.04809663135677717","mse","","","0.4924685588947821","false","","none","adam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.9249999964402784","0.005625000533958276","51","1.3626266055499991","","","119","Default (PyTorch)","119","Random","119","Default (PyTorch)","162","Default (PyTorch)","162","Default (PyTorch)","118","Xavier","86","Xavier","","Input Layer: 10 neurons
Hidden Layer 1: 119 neurons
Hidden Layer 2: 119 neurons
Hidden Layer 3: 119 neurons
Hidden Layer 4: 162 neurons
Hidden Layer 5: 162 neurons
Hidden Layer 6: 118 neurons
Hidden Layer 7: 86 neurons
Output Layer: 1 neuron","Random","0","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"legendary-sweep-178","finished","-","","","2024-08-21T05:14:44.000Z","10","ist7tium","","1024","4","softplus","2","false","45","0.4150714018729989","10000","","","","","512","8","","2","1.01","","","","true","compress","","7","2","","0.05212910170686124","mse","","","0.18389155870450244","true","","std","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.9249999964402784","0.005625000533958276","52","1.0400879234138976","","","297","Default (PyTorch)","285","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 297 neurons
Hidden Layer 2: 285 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"genial-sweep-407","finished","-","","","2024-08-21T06:42:44.000Z","13","ist7tium","","1024","4","softplus","2","true","80","0.5009808502089768","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.061535488184461966","mse","","","0.89417618812331","true","","std","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.9249999964402784","0.005625000533958276","120","1.3716294667962556","","","232","Random","318","Default (PyTorch)","","","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 232 neurons
Hidden Layer 2: 318 neurons
Output Layer: 1 neuron","Default (PyTorch)","43.517006573278245","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"dulcet-sweep-79","finished","-","","","2024-08-21T04:44:33.000Z","12","ist7tium","","1024","4","gelu","4","false","97","0.45592664886889395","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.08391026265834926","mse","","","0.4244096405460469","false","","min-max","rmsprop","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.9249999964402784","0.005625000533958276","51","1.7333071846996833","","","109","Xavier","188","Xavier","301","Xavier","220","Xavier","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 109 neurons
Hidden Layer 2: 188 neurons
Hidden Layer 3: 301 neurons
Hidden Layer 4: 220 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"avid-sweep-302","finished","-","","","2024-08-21T05:58:07.000Z","8","ist7tium","","1024","4","mish","7","false","56","0.4288451371935744","10000","","","","","512","8","","2","1.01","","","","false","compress","","7","2","","0.07753031611361594","mse","","","0.23509187080978863","true","","none","rmsprop","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","true","","","","","","","","","0.9249999964402784","0.005625000533958276","51","1.762744787906121","","","449","Default (PyTorch)","254","Default (PyTorch)","254","Default (PyTorch)","254","Default (PyTorch)","194","Default (PyTorch)","194","Default (PyTorch)","159","Default (PyTorch)","","Input Layer: 10 neurons
Hidden Layer 1: 449 neurons
Hidden Layer 2: 254 neurons
Hidden Layer 3: 254 neurons
Hidden Layer 4: 254 neurons
Hidden Layer 5: 194 neurons
Hidden Layer 6: 194 neurons
Hidden Layer 7: 159 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"tough-sweep-375","finished","-","","","2024-08-21T15:22:28.000Z","14","cx89v8ve","","1024","4","elu","7","true","3","0.4845907730941771","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.09088687147882273","mse","","","0.187419990074502","false","","std","asgd","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9249999964402784","0.005625000533958276","64","1.5943828226079773","","","23","He","36","He","57","He","90","He","143","He","227","He","361","He","","Input Layer: 10 neurons
Hidden Layer 1: 23 neurons
Hidden Layer 2: 36 neurons
Hidden Layer 3: 57 neurons
Hidden Layer 4: 90 neurons
Hidden Layer 5: 143 neurons
Hidden Layer 6: 227 neurons
Hidden Layer 7: 361 neurons
Output Layer: 1 neuron","Default (PyTorch)","19.184656900664596","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"chocolate-sweep-408","finished","-","","","2024-08-21T15:38:41.000Z","15","cx89v8ve","","1024","4","swish","5","true","8","0.5524126031258263","10000","","","","","512","8","","2","1.01","","","","false","expand","","7","2","","0.02544097373007563","mse","","","0.890901693622599","false","","min-max","nadam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9249999964402784","0.005625000533958276","58","1.5413855002888286","","","273","Random","420","Default (PyTorch)","697","Random","1024","Random","1024","Default (PyTorch)","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 273 neurons
Hidden Layer 2: 420 neurons
Hidden Layer 3: 697 neurons
Hidden Layer 4: 1024 neurons
Hidden Layer 5: 1024 neurons
Output Layer: 1 neuron","Random","92.20010394041807","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"misunderstood-sweep-269","finished","-","","","2024-08-21T14:41:25.000Z","7","cx89v8ve","","1024","4","gelu","5","false","10","0.2694296476068262","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.023281752192431115","mse","","","0.009794605078878216","false","","none","adam","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9249999964402784","0.005625000533958276","51","1.3002345636861106","","","323","Xavier","419","Xavier","544","Xavier","707","Xavier","919","Xavier","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 323 neurons
Hidden Layer 2: 419 neurons
Hidden Layer 3: 544 neurons
Hidden Layer 4: 707 neurons
Hidden Layer 5: 919 neurons
Output Layer: 1 neuron","Default (PyTorch)","0","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
"peachy-sweep-472","finished","-","","","2024-08-21T07:04:24.000Z","11","ist7tium","","1024","4","mish","3","true","29","0.7478742273068477","10000","","","","","512","8","","2","1.01","","","","true","expand","","7","2","","0.03745713751135172","mse","","","0.4578110634440653","false","","min-max","rmsprop","sigmoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","1","false","","","","","","","","","0.9249999964402784","0.005625000533958276","51","1.1954572060533335","","","239","Default (PyTorch)","285","Default (PyTorch)","340","Default (PyTorch)","","","","","","","","","","Input Layer: 10 neurons
Hidden Layer 1: 239 neurons
Hidden Layer 2: 285 neurons
Hidden Layer 3: 340 neurons
Output Layer: 1 neuron","Default (PyTorch)","16.12476911554191","0.9249999954054754","0.005625000689178705","0.924999998509884","0.005625000223517418","0.9249999954054754","0.005625000689178705"
